t,beta,r,d,gamma,sigma
1007,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1008,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1009,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1010,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1011,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1012,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1013,0.059645854,0.06851393,0.000292904,4.34E-13,0.05
1014,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1015,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1016,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1017,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1018,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1019,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1020,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1021,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1022,0.045608306,0.043051817,0.00038546,3.11E-12,0.05
1023,0.033539854,0.041889646,0.000290155,7.50E-12,0.05
1024,0.033539854,0.041889646,0.000290155,7.50E-12,0.05
1025,0.033539854,0.041889646,0.000290155,7.50E-12,0.05
1026,0.033539854,0.041889646,0.000290155,7.50E-12,0.05
1027,0.033539854,0.041889646,0.000290155,7.50E-12,0.05
1028,0.033539854,0.041889646,0.000290155,7.50E-12,0.05
1029,0.034877808,0.030509228,0.000235868,8.55E-12,0.05
1030,0.034877808,0.030509228,0.000235868,8.55E-12,0.05
1031,0.034877808,0.030509228,0.000235868,8.55E-12,0.05
1032,0.034877808,0.030509228,0.000235868,8.55E-12,0.05
1033,0.034877808,0.030509228,0.000235868,8.55E-12,0.05
1034,0.023233505,0.029899818,0.000107831,1.70E-12,0.05
1035,0.023233505,0.029899818,0.000107831,1.70E-12,0.05
1036,0.023233505,0.029899818,0.000107831,1.70E-12,0.05
1037,0.023233505,0.029899818,0.000107831,1.70E-12,0.05
1038,0.023233505,0.029899818,0.000107831,1.70E-12,0.05
1039,0.023233505,0.029899818,0.000107831,1.70E-12,0.05
1040,0.023233505,0.029899818,0.000107831,1.70E-12,0.05
1041,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1042,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1043,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1044,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1045,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1046,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1047,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1048,0.031075328,0.022154052,6.38E-05,3.33E-11,0.05
1049,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1050,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1051,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1052,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1053,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1054,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1055,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1056,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1057,0.026405615,0.029400837,0.000113318,1.62E-10,0.05
1058,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1059,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1060,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1061,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1062,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1063,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1064,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1065,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1066,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1067,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1068,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1069,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1070,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1071,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1072,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1073,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1074,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
1075,0.025821782,0.022273518,5.17E-05,6.89E-11,0.05
